id,label
1851,bird
1853,bird
1862,bird
1868,bird
1884,bird
1885,bird
1919,bird
1922,bird
1930,bird
1933,bird
1937,bird
1972,bird
1982,bird
1991,bird
1996,bird
2005,bird
2008,bird
2034,bird
2042,bird
2045,bird
2063,bird
2077,bird
2080,bird
2081,bird
2088,bird
2091,bird
2092,bird
2094,bird
2099,bird
2115,bird
2122,bird
2127,bird
2134,bird
2137,bird
2139,bird
2164,bird
2178,bird
2192,bird
2194,bird
2203,bird
2206,bird
2218,bird
2225,bird
2231,bird
2238,bird
2248,bird
2270,bird
2292,bird
2316,bird
2318,bird
2341,bird
2344,bird
2347,bird
2350,bird
2355,bird
2373,bird
2378,bird
2379,bird
2388,bird
2394,bird
2409,bird
2437,bird
2468,bird
2471,bird
2477,bird
2485,bird
2492,bird
2508,bird
2515,bird
2534,bird
2536,bird
2538,bird
2539,bird
2541,bird
2544,bird
2547,bird
2551,bird
2558,bird
2562,bird
2568,bird
2576,bird
2590,bird
2596,bird
2611,bird
2620,bird
2627,bird
2642,bird
2679,bird
2683,bird
2694,bird
2699,bird
2703,bird
2705,bird
2709,bird
2720,bird
2738,bird
2742,bird
2743,bird
2745,bird
2760,bird
2761,bird
2765,bird
2773,bird
2785,bird
2790,bird
2792,bird
2800,bird
2813,bird
2817,bird
2827,bird
2834,bird
2847,bird
2855,bird
2861,bird
2868,bird
2869,bird
2870,bird
2871,bird
2876,bird
2879,bird
2895,bird
2903,bird
2908,bird
2928,bird
2937,bird
2939,bird
2949,bird
2958,bird
2967,bird
2972,bird
2976,bird
2984,bird
2989,bird
2994,bird
3013,bird
3020,bird
3038,bird
3069,bird
3075,bird
3102,bird
3118,bird
3119,bird
3120,bird
3162,bird
3165,bird
3182,bird
3186,bird
3194,bird
3197,bird
3206,bird
3211,bird
3227,bird
3236,bird
3246,bird
3254,bird
3255,bird
3260,bird
3275,bird
3282,bird
3292,bird
3298,bird
3300,bird
3302,bird
3310,bird
3322,bird
3326,bird
3332,bird
3339,bird
3340,bird
3350,bird
3369,bird
3373,bird
3391,bird
3396,bird
3403,bird
3417,bird
3418,bird
3424,bird
3429,bird
3437,bird
3441,bird
3447,bird
3455,bird
3456,bird
3463,bird
3475,bird
3477,bird
3481,bird
3485,bird
3489,bird
3507,bird
3509,bird
3512,bird
3518,bird
3521,bird
3536,bird
3559,bird
3570,bird
3584,bird
3587,bird
3609,bird
3611,bird
3627,bird
3630,bird
3640,bird
3646,bird
3663,bird
3664,bird
3670,bird
3674,bird
3676,bird
3693,bird
3694,bird
3709,bird
3761,bird
3770,bird
3772,bird
3787,bird
3792,bird
3797,bird
3815,bird
3846,bird
3848,bird
3849,bird
3857,bird
3870,bird
3890,bird
3902,bird
3945,bird
3962,bird
3964,bird
3983,bird
4009,bird
4013,bird
4015,bird
4018,bird
4024,bird
4035,bird
4039,bird
4053,bird
4057,bird
4071,bird
4086,bird
4091,bird
4092,bird
4110,bird
4114,bird
4117,bird
4123,bird
4139,bird
4155,bird
4169,bird
4184,bird
4187,bird
4190,bird
4197,bird
4199,bird
4210,bird
4212,bird
4221,bird
4229,bird
4238,bird
4243,bird
4258,bird
4294,bird
4307,bird
4343,bird
4352,bird
4357,bird
4368,bird
4371,bird
4373,bird
4376,bird
4377,bird
4379,bird
4399,bird
4419,bird
4426,bird
4427,bird
4432,bird
4454,bird
4456,bird
4472,bird
4483,bird
4492,bird
4494,bird
4512,bird
4519,bird
4522,bird
4526,bird
4527,bird
4550,bird
4584,bird
4589,bird
4599,bird
4605,bird
4609,bird
4617,bird
4621,bird
4634,bird
4635,bird
4648,bird
4657,bird
4678,bird
4680,bird
4701,bird
4704,bird
4720,bird
4728,bird
4731,bird
4733,bird
4749,bird
4756,bird
4772,bird
4777,bird
4778,bird
4807,bird
4812,bird
4820,bird
4831,bird
4842,bird
4854,bird
4881,bird
4889,bird
4896,bird
4897,bird
4903,bird
4931,bird
4932,bird
4972,bird
4977,bird
5006,bird
5013,bird
5017,bird
5027,bird
5065,bird
5088,bird
5097,bird
5112,bird
5119,bird
5124,bird
5128,bird
5132,bird
5133,bird
5151,bird
5152,bird
5166,bird
5167,bird
5185,bird
5190,bird
5205,bird
5216,bird
5220,bird
5227,bird
5239,bird
5241,bird
5249,bird
5253,bird
5282,bird
5291,bird
5295,bird
5297,bird
5300,bird
5310,bird
5334,bird
5341,bird
5344,bird
5371,bird
5385,bird
5387,bird
5407,bird
5411,bird
5416,bird
5418,bird
5445,bird
5472,bird
5507,bird
5528,bird
5532,bird
5536,bird
5538,bird
5541,bird
5551,bird
5555,bird
5572,bird
5575,bird
5576,bird
5577,bird
5585,bird
5604,bird
5610,bird
5619,bird
5635,bird
5639,bird
5640,bird
5648,bird
5657,bird
5661,bird
5687,bird
5708,bird
5713,bird
5716,bird
5718,bird
5725,bird
5728,bird
5747,bird
5759,bird
5763,bird
5774,bird
5782,bird
5818,bird
5819,bird
5825,bird
5826,bird
5837,bird
5848,bird
5863,bird
5868,bird
5872,bird
5890,bird
5893,bird
5902,bird
5904,bird
5914,bird
5923,bird
5927,bird
5934,bird
5968,bird
5980,bird
5991,bird
5993,bird
6012,bird
6019,bird
6020,bird
6024,bird
6027,bird
6029,bird
6042,bird
6064,bird
6070,bird
6074,bird
6082,bird
6098,bird
6107,bird
6127,bird
6134,bird
6147,bird
6157,bird
6178,bird
6210,bird
6211,bird
6228,bird
6229,bird
6231,bird
6237,bird
6266,bird
6297,bird
6306,bird
6316,bird
6318,bird
6324,bird
6328,bird
6335,bird
6342,bird
6360,bird
6363,bird
6370,bird
6389,bird
6391,bird
6393,bird
6409,bird
6413,bird
6415,bird
6428,bird
6446,bird
6449,bird
6462,bird
6468,bird
6470,bird
6478,bird
6485,bird
6489,bird
6500,bird
6503,bird
6521,bird
6543,bird
6548,bird
6550,bird
6559,bird
6584,bird
6594,bird
6607,bird
6615,bird
6617,bird
6622,bird
6627,bird
6629,bird
6635,bird
6639,bird
6649,bird
6661,bird
6686,bird
6692,bird
6705,bird
6739,bird
6745,bird
6758,bird
6773,bird
6775,bird
6800,bird
6802,bird
6803,bird
6806,bird
6817,bird
6837,bird
6844,bird
6857,bird
6858,bird
6885,bird
6887,bird
6902,bird
6918,bird
6922,bird
6928,bird
6945,bird
6947,bird
6957,bird
6964,bird
6971,bird
6977,bird
6997,bird
7009,bird
7010,bird
7027,bird
7038,bird
7039,bird
7048,bird
7057,bird
7069,bird
7075,bird
7090,bird
7099,bird
7107,bird
7117,bird
7136,bird
7137,bird
7147,bird
7152,bird
7166,bird
7167,bird
7179,bird
7185,bird
7195,bird
7210,bird
7212,bird
7217,bird
7218,bird
7259,bird
7276,bird
7280,bird
7299,bird
7304,bird
7309,bird
7331,bird
7333,bird
7337,bird
7341,bird
7364,bird
7381,bird
7398,bird
7411,bird
7450,bird
7453,bird
7466,bird
7467,bird
7478,bird
7481,bird
7522,bird
7523,bird
7526,bird
7543,bird
7553,bird
7556,bird
7577,bird
7587,bird
7590,bird
7597,bird
7617,bird
7634,bird
7636,bird
7645,bird
7654,bird
7659,bird
7662,bird
7663,bird
7665,bird
7689,bird
7697,bird
7714,bird
7715,bird
7740,bird
7742,bird
7746,bird
7762,bird
7767,bird
7784,bird
7798,bird
7808,bird
7841,bird
7845,bird
7851,bird
7854,bird
7859,bird
7869,bird
7878,bird
7879,bird
7883,bird
7889,bird
7891,bird
7898,bird
7906,bird
7920,bird
7930,bird
7943,bird
7949,bird
7952,bird
7953,bird
7963,bird
7975,bird
8011,bird
8017,bird
8018,bird
8020,bird
8025,bird
8026,bird
8033,bird
8038,bird
8044,bird
8056,bird
8066,bird
8078,bird
8082,bird
8093,bird
8101,bird
8113,bird
8122,bird
8145,bird
8149,bird
8158,bird
8166,bird
8167,bird
8170,bird
8173,bird
8174,bird
8179,bird
8183,bird
8187,bird
8193,bird
8196,bird
8219,bird
8220,bird
8235,bird
8238,bird
8265,bird
8276,bird
8281,bird
8305,bird
8315,bird
8322,bird
8323,bird
8325,bird
8334,bird
8341,bird
8342,bird
8348,bird
8363,bird
8367,bird
8378,bird
8396,bird
8412,bird
8419,bird
8439,bird
8441,bird
8455,bird
8460,bird
8478,bird
8483,bird
8486,bird
8519,bird
8529,bird
8531,bird
8535,bird
8537,bird
8544,bird
8586,bird
8611,bird
8617,bird
8628,bird
8635,bird
8642,bird
8670,bird
8677,bird
8683,bird
8707,bird
8714,bird
8727,bird
8737,bird
8741,bird
8751,bird
8768,bird
8771,bird
8777,bird
8781,bird
8790,bird
8799,bird
8801,bird
8820,bird
8844,bird
8845,bird
8863,bird
8866,bird
8872,bird
8875,bird
8882,bird
8889,bird
8937,bird
8958,bird
8968,bird
8991,bird
9002,bird
9003,bird
9012,bird
9017,bird
9034,bird
9039,bird
9048,bird
9054,bird
9068,bird
9079,bird
9090,bird
9094,bird
9102,bird
9115,bird
9138,bird
9145,bird
9151,bird
9152,bird
9163,bird
9169,bird
9173,bird
9176,bird
9192,bird
9195,bird
9200,bird
9204,bird
9216,bird
9218,bird
9228,bird
9241,bird
9250,bird
9256,bird
9273,bird
9291,bird
9298,bird
9300,bird
9314,bird
9320,bird
9331,bird
9334,bird
9342,bird
9349,bird
9351,bird
9355,bird
9369,bird
9387,bird
9404,bird
9405,bird
9409,bird
9421,bird
9425,bird
9438,bird
9441,bird
9447,bird
9449,bird
9456,bird
9464,bird
9476,bird
9485,bird
9499,bird
9504,bird
9519,bird
9520,bird
9521,bird
9524,bird
9527,bird
9553,bird
9554,bird
9557,bird
9559,bird
9560,bird
9578,bird
9580,bird
9581,bird
9586,bird
9589,bird
9590,bird
9598,bird
9604,bird
9630,bird
9632,bird
9636,bird
9640,bird
1,frog
20,frog
23,frog
24,frog
26,frog
73,frog
96,frog
104,frog
105,frog
118,frog
125,frog
126,frog
133,frog
144,frog
152,frog
155,frog
165,frog
188,frog
201,frog
205,frog
210,frog
211,frog
225,frog
229,frog
232,frog
233,frog
235,frog
236,frog
243,frog
244,frog
246,frog
249,frog
250,frog
287,frog
293,frog
299,frog
314,frog
327,frog
328,frog
348,frog
351,frog
352,frog
356,frog
362,frog
369,frog
388,frog
410,frog
438,frog
452,frog
453,frog
465,frog
474,frog
489,frog
526,frog
530,frog
533,frog
553,frog
557,frog
572,frog
588,frog
589,frog
592,frog
620,frog
621,frog
626,frog
634,frog
641,frog
646,frog
652,frog
656,frog
668,frog
681,frog
683,frog
693,frog
711,frog
719,frog
721,frog
722,frog
729,frog
739,frog
746,frog
756,frog
771,frog
782,frog
808,frog
819,frog
820,frog
837,frog
838,frog
839,frog
855,frog
863,frog
864,frog
897,frog
900,frog
904,frog
915,frog
921,frog
922,frog
924,frog
930,frog
932,frog
936,frog
938,frog
961,frog
962,frog
986,frog
1014,frog
1017,frog
1018,frog
1024,frog
1028,frog
1032,frog
1036,frog
1039,frog
1048,frog
1052,frog
1054,frog
1064,frog
1086,frog
1102,frog
1127,frog
1132,frog
1133,frog
1155,frog
1156,frog
1160,frog
1162,frog
1176,frog
1177,frog
1192,frog
1193,frog
1195,frog
1211,frog
1221,frog
1223,frog
1229,frog
1238,frog
1247,frog
1249,frog
1260,frog
1318,frog
1319,frog
1328,frog
1343,frog
1361,frog
1363,frog
1368,frog
1372,frog
1375,frog
1394,frog
1403,frog
1404,frog
1421,frog
1437,frog
1448,frog
1454,frog
1485,frog
1486,frog
1530,frog
1532,frog
1537,frog
1538,frog
1551,frog
1553,frog
1564,frog
1580,frog
1585,frog
1586,frog
1597,frog
1614,frog
1628,frog
1629,frog
1636,frog
1638,frog
1643,frog
